DateTime,vuser,Tests,Errors,Mean_Test_Time_(ms),Test_Time_Standard_Deviation_(ms),TPS,Mean_response_length,Response_bytes_per_second,Response_errors,Mean_time_to_resolve_host,Mean_time_to_establish_connection,Mean_time_to_first_byte
2025-02-28 16:34:19,450,849,0,1018.478,115.052,424.5,43.218,18346,0,0,0.836,17.397
2025-02-28 16:34:21,454,894,0,1024.623,155.499,447,41.982,18766,0,0,0.979,25.503
2025-02-28 16:34:23,460,915,0,1002.562,67.028,457.5,42,19215,0,0,1.48,2.444
2025-02-28 16:34:25,470,926,0,999.586,62.986,463,42,19446,0,0,1.583,2.815
2025-02-28 16:34:27,474,913,0,1039.627,167.347,456.5,42.128,19231.5,0,0,0.892,35.898
2025-02-28 16:34:29,480,942,0,1004.33,65.987,471,42,19782,0,0,2.539,3.862
2025-02-28 16:34:31,490,971,0,1007.191,65.879,485.5,42,20391,0,0,1.548,3.131
2025-02-28 16:34:33,494,946,0,1016.465,122.402,473,41.833,19787,0,0,0.577,18.057
2025-02-28 16:34:35,500,981,0,1029.584,176.038,490.5,40.422,19827,0,0,1.581,29.4
2025-02-28 16:34:37,510,1003,0,1006.456,67.139,501.5,40,20060,0,0,0.92,1.707
2025-02-28 16:34:39,515,1009,0,1006.101,64.37,504.5,40,20180,0,0,1.923,3.672
2025-02-28 16:34:41,520,929,0,1068.905,272.829,464.5,41.863,19445.5,0,0,1.366,72.337
2025-02-28 16:34:43,530,1039,0,1054.147,305.808,519.5,42.059,21849.5,0,0,0.769,50.092
2025-02-28 16:34:45,535,1053,0,1006.229,70.541,526.5,42,22113,0,0,2.671,6.946
2025-02-28 16:34:47,540,1046,0,999.49,65.319,523,42,21966,0,0,1.664,3.333
2025-02-28 16:34:49,550,997,0,1044.958,222.872,498.5,42.042,20958,0,0,2.142,45.114
2025-02-28 16:34:51,556,1075,0,1071.893,371.922,537.5,42.059,22606.5,0,0,3.345,71.085
2025-02-28 16:34:53,560,1144,0,1007.663,68.732,572,42,24024,0,0,3.505,5.573
2025-02-28 16:34:55,570,1119,0,1001.544,65.457,559.5,42.015,23507.5,0,0,1.086,2.026
2025-02-28 16:34:57,576,1123,0,1029.484,155.205,561.5,43.053,24174.5,0,0,0.795,28.812
2025-02-28 16:34:59,580,1157,0,1004.233,64.448,578.5,44,25454,0,0,0.828,1.776
2025-02-28 16:35:01,590,1163,0,999.746,70.51,581.5,44,25586,0,0,0.783,1.419
2025-02-28 16:35:03,597,1175,0,1005.558,72.261,587.5,43.174,25365,0,0,0.984,4.11
2025-02-28 16:35:05,600,1188,0,999.031,63.117,594,42,24948,0,0,0.59,1.105
2025-02-28 16:35:07,610,1202,0,1006.744,64.749,601,42,25242,0,0,2.49,4.796
2025-02-28 16:35:09,616,1207,0,1011.816,84.644,603.5,42.041,25372,0,0,0.627,8.715
2025-02-28 16:35:11,620,1235,0,1000.991,64.754,617.5,41,25317.5,0,0,1.07,1.738
2025-02-28 16:35:13,630,1238,0,1005.192,69.327,619,41,25379,0,0,2.233,5.005
2025-02-28 16:35:15,638,1135,0,1020.84,116.075,567.5,41.412,23501.5,0,0,1.485,18.306
2025-02-28 16:35:17,640,1212,0,1124.66,465.569,606,41.977,25438,0,0,1.292,120.996
2025-02-28 16:35:19,650,1279,0,1013.437,161.248,639.5,42.942,27461.5,0,0,0.685,9.586
2025-02-28 16:35:21,656,1328,0,1003.923,66.093,664,43,28552,0,0,0.809,1.562
2025-02-28 16:35:23,660,1245,0,1019.28,119.914,622.5,42.635,26540.5,0,0,1.007,17.287
2025-02-28 16:35:25,669,1328,0,1045.621,241.584,664,40.831,27111.5,0,0,0.878,43.097
2025-02-28 16:35:27,672,1325,0,1004.827,68.649,662.5,40,26500,0,0,1.865,3.576
2025-02-28 16:35:29,680,1320,0,1003.467,63.451,660,40.005,26403,0,0,0.516,1.053
2025-02-28 16:35:31,689,1253,0,1069.629,288.111,626.5,41.776,26172.5,0,0,1.215,66.598
2025-02-28 16:35:33,693,1386,0,1053.628,321.764,693,41.171,28531.5,0,0,2.123,52.141
2025-02-28 16:35:35,700,1388,0,1010.184,67.779,694,41,28454,0,0,1.14,3.228
2025-02-28 16:35:37,709,1333,0,1008.007,68.057,666.5,41,27326.5,0,0,1.832,4.074
2025-02-28 16:35:39,713,1041,0,1087.145,327.215,520.5,42.201,21965.5,0,0,1.436,84.855
2025-02-28 16:35:41,720,1231,0,1192.803,717.666,615.5,42.508,26163.5,0,0,1.741,191.42
2025-02-28 16:35:43,730,1393,0,1277.585,1106.296,696.5,42.409,29538,0,0,0.67,275.548
2025-02-28 16:35:45,733,1454,0,1005.131,157.136,727,42.004,30537,0,0,1.128,5.856
2025-02-28 16:35:47,740,1469,0,1004.135,66.31,734.5,42,30849,0,0,2.156,3.601
2025-02-28 16:35:49,750,1478,0,1007.544,79.971,739,41.693,30811,0,0,1.175,6.438
2025-02-28 16:35:51,753,1491,0,1007.135,68.233,745.5,41,30565.5,0,0,2.513,4.455
2025-02-28 16:35:53,760,1511,0,1003.715,69.304,755.5,41,30975.5,0,0,1.482,3.107
2025-02-28 16:35:55,769,1346,0,1029.004,134.102,673,41.561,27970.5,0,0,4.636,24.241
2025-02-28 16:35:57,773,1445,0,1135.649,526.678,722.5,41.992,30339,0,0,0.722,134.219
2025-02-28 16:35:59,780,1561,0,1054.716,400.627,780.5,43.628,34052,0,0,1.932,54.42
2025-02-28 16:36:01,790,1569,0,1009.254,66.109,784.5,44,34518,0,0,4.263,6.554
2025-02-28 16:36:03,793,1494,0,1007.303,68.533,747,43.944,32826.5,0,0,2.565,5.689
2025-02-28 16:36:05,800,1491,0,1066.115,298.198,745.5,42.199,31459.5,0,0,1.744,66.775
2025-02-28 16:36:07,810,1607,0,1052.819,332.519,803.5,42.177,33889,0,0,2.273,49.502
2025-02-28 16:36:09,813,1616,0,1002.29,66.31,808,42,33936,0,0,0.996,1.908
2025-02-28 16:36:11,820,1547,0,1002.537,66.404,773.5,41.978,32470,0,0,2.133,3.227
2025-02-28 16:36:13,829,1497,0,1061.327,286.381,748.5,41.834,31312.5,0,0,1.297,61.162
2025-02-28 16:36:15,833,1649,0,1071.323,401.41,824.5,42.712,35216,0,0,2.269,71.234
2025-02-28 16:36:17,840,1713,0,1014.005,71.651,856.5,43,36829.5,0,0,5.737,10.615
2025-02-28 16:36:19,849,1559,0,1011.436,70.01,779.5,42.992,33512,0,0,5.339,7.043
2025-02-28 16:36:21,852,1387,0,1075.89,329.381,693.5,41.778,28973,0,0,1.071,74.107
2025-02-28 16:36:23,860,1572,0,1172.627,722.772,786,42.368,33301.5,0,0,0.992,172.496
2025-02-28 16:36:25,870,1736,0,1113.972,677.876,868,42.271,36691.5,0,0,3.314,112.278
2025-02-28 16:36:27,873,1729,0,1004.905,67.286,864.5,42,36309,0,0,2.541,3.305
2025-02-28 16:36:29,880,1758,0,1002.455,67.326,879,42,36918,0,0,3.319,4.394
2025-02-28 16:36:31,890,1735,0,1019.552,119.815,867.5,41.176,35720.5,0,0,1.719,17.212
2025-02-28 16:36:33,894,1783,0,1000.883,65.329,891.5,42,37443,0,0,0.823,1.588
2025-02-28 16:36:35,900,1784,0,1002.133,64.356,892,42,37464,0,0,0.791,1.304
2025-02-28 16:36:37,910,1716,0,1020.543,130.626,858,42.275,36272,0,0,0.559,17.972
2025-02-28 16:36:39,914,1818,0,1035.886,231.41,909,42.941,39033,0,0,1.004,34.519
2025-02-28 16:36:41,920,1834,0,1008.589,69.41,917,43,39431,0,0,3.349,7.005
2025-02-28 16:36:43,930,1820,0,1004.363,66.767,910,42.913,39050.5,0,0,1.627,2.863
2025-02-28 16:36:45,934,1846,0,1015.336,112.038,923,42.376,39113.5,0,0,2.005,14.132
2025-02-28 16:36:47,940,1884,0,1002.035,66.053,942,43,40506,0,0,2.126,3.02
2025-02-28 16:36:49,950,1742,0,1006.087,66.57,871,42.985,37440,0,0,2.913,5.019
2025-02-28 16:36:51,954,1611,0,1063.052,305.539,805.5,42.417,34166.5,0,0,2.291,64.274
2025-02-28 16:36:53,960,1795,0,1139.271,643.745,897.5,42.298,37962.5,0,0,2.12,136.352
2025-02-28 16:36:55,970,1924,0,1098.087,648.174,962,42.198,40594.5,0,0,1.128,96.584
2025-02-28 16:36:57,973,1939,0,1004.413,66.451,969.5,43,41688.5,0,0,3.179,4.137
2025-02-28 16:36:59,980,1852,0,1007.756,70.418,926,42.975,39794.5,0,0,4.006,7.146
2025-02-28 16:37:01,990,1778,0,1060.723,289.814,889,42.266,37574.5,0,0,1.213,58.242
2025-02-28 16:37:03,994,1962,0,1111.24,558.611,981,42.199,41397,0,0,1.882,109.744
2025-02-28 16:37:05,1000,1985,0,1006.909,67.687,992.5,43,42677.5,0,0,5.128,6.481
2025-02-28 16:37:07,1010,2008,0,1003.126,67.926,1004,43,43172,0,0,1.58,3.718
2025-02-28 16:37:09,1014,1540,0,1024.221,144.983,770,42.57,32779,0,0,0.679,20.538
2025-02-28 16:37:11,1020,1605,0,1111.136,470.768,802.5,42.042,33739,0,0,10.01,110.221
2025-02-28 16:37:13,1030,1785,0,1221.884,922.52,892.5,42.294,37747,0,0,0.36,222.249
2025-02-28 16:37:15,1034,1972,0,1273.391,1254.501,986,42.1,41511,0,0,1.218,271.878
2025-02-28 16:37:17,1040,2073,0,1074.123,688.543,1036.5,42.816,44378.5,0,0,5.474,75.047
2025-02-28 16:37:19,1050,2096,0,1006.648,69.948,1048,43,45064,0,0,3.705,5.735
2025-02-28 16:37:21,1054,2046,0,1006.666,69.211,1023,43.006,43995.5,0,0,2.932,7.158
2025-02-28 16:37:23,1060,2084,0,1024.106,146.123,1042,42.909,44711.5,0,0,1.499,20.883
2025-02-28 16:37:25,1069,2125,0,1010.654,68.945,1062.5,43,45687.5,0,0,5.646,8.421
2025-02-28 16:37:27,1074,2134,0,1008.313,68.172,1067,43,45881,0,0,3.832,5.792
2025-02-28 16:37:29,1080,1869,0,1020.597,141.34,934.5,42.579,39790,0,0,3.814,21.776
2025-02-28 16:37:31,1090,1980,0,1112.66,513.35,990,41.872,41453,0,0,2.363,110.239
2025-02-28 16:37:33,1095,2160,0,1125.751,707.32,1080,42.223,45600.5,0,0,1.137,124.018
2025-02-28 16:37:35,1100,2189,0,1003.338,66.589,1094.5,42,45969,0,0,1.598,2.506
2025-02-28 16:37:37,1110,2165,0,1007.207,69.482,1082.5,42,45465,0,0,4.5,6.012
2025-02-28 16:37:39,1115,2024,0,1019.535,129.809,1012,41.977,42481,0,0,0.743,17.756
2025-02-28 16:37:41,1120,2245,0,1057.498,339.161,1122.5,41.716,46826.5,0,0,1.101,59.012
2025-02-28 16:37:43,1130,2266,0,1007.961,69.374,1133,41,46453,0,0,4.014,6.399
2025-02-28 16:37:45,1134,2250,0,1003.444,66.924,1125,41,46125,0,0,2.004,3.004
2025-02-28 16:37:47,1140,2098,0,1023.175,149.711,1049,41.525,43559.5,0,0,2.01,20.84
2025-02-28 16:37:49,1150,2261,0,1065.446,373.971,1130.5,42.252,47766,0,0,0.361,66.832
2025-02-28 16:37:51,1154,2363,0,1002.656,66.626,1181.5,42,49623,0,0,1.967,2.802
2025-02-28 16:37:53,1160,2299,0,1006.284,65.827,1149.5,42,48279,0,0,1.535,2.503
2025-02-28 16:37:55,1170,2277,0,1021.141,143.078,1138.5,42.295,48152.5,0,0,1.357,19.494
2025-02-28 16:37:57,1174,2333,0,1005.99,71.454,1166.5,42.982,50138,0,0,2.771,4.53
2025-02-28 16:37:59,1180,2364,0,1003.289,68.017,1182,43,50826,0,0,1.974,2.98
2025-02-28 16:38:01,1190,2107,0,1011.688,71.069,1053.5,42.869,45163,0,0,5.299,10.117
2025-02-28 16:38:03,1194,1977,0,1057.704,290.259,988.5,41.88,41398,0,0,1.768,55.72
2025-02-28 16:38:05,1200,1694,0,1126.512,605.777,847,41.694,35314.5,0,0,3.559,124.531
2025-02-28 16:38:07,1200,2295,0,1180.473,917.098,1147.5,42.137,48352,0,0,1.989,180.472
2025-02-28 16:38:09,1200,2376,0,1077.869,658.89,1188,43.433,51598.5,0,0,5.04,77.806
2025-02-28 16:38:11,1200,2392,0,1007.898,68.05,1196,44,52624,0,0,4.397,5.677
2025-02-28 16:38:13,1200,2362,0,1002.329,66.103,1181,44,51964,0,0,2.753,3.706
2025-02-28 16:38:15,1200,2216,0,1042.372,232.445,1108,42.967,47607,0,0,3.082,40.491
2025-02-28 16:38:17,1200,2359,0,1083.344,484.595,1179.5,42.544,50180.5,0,0,2.111,83.827
2025-02-28 16:38:19,1200,2408,0,1004.931,67.992,1204,43,51772,0,0,5.335,6.375
2025-02-28 16:38:21,1200,2387,0,1008.774,64.545,1193.5,43,51320.5,0,0,5.159,6.681
2025-02-28 16:38:23,1200,2290,0,1018.724,110.861,1145,42.509,48672.5,0,0,3.96,15.109
2025-02-28 16:38:25,1200,2326,0,1041.598,244.87,1163,42.111,48975,0,0,3.519,39.994
2025-02-28 16:38:27,1200,2475,0,1007.411,68.436,1237.5,42,51975,0,0,4.905,6.143
2025-02-28 16:38:29,1200,2408,0,1013.489,69.99,1204,42,50568,0,0,8.705,10.911
2025-02-28 16:38:31,1200,2177,0,1015.43,106.581,1088.5,42.173,45905,0,0,2.99,14.872
2025-02-28 16:38:33,1200,2253,0,1087.127,416.943,1126.5,41.906,47207,0,0,1.025,83.315
2025-02-28 16:38:35,1200,2386,0,1070.98,481.572,1193,41.289,49258,0,0,4.482,70.442
2025-02-28 16:38:37,1200,2378,0,1007.887,67.126,1189,41,48749,0,0,6.527,7.517
2025-02-28 16:38:39,1200,2277,0,1005.754,67.819,1138.5,41,46678.5,0,0,3.605,4.823
2025-02-28 16:38:41,1200,2033,0,1046.017,253.697,1016.5,41.804,42494,0,0,1.077,46.182
2025-02-28 16:38:43,1200,2217,0,1116.212,586.566,1108.5,42.398,46998,0,0,0.771,115.1
2025-02-28 16:38:45,1200,2478,0,1144.448,804.224,1239,42.258,52358,0,0,3.089,143.886
2025-02-28 16:38:47,1200,2385,0,1008.079,67.092,1192.5,43,51277.5,0,0,4.593,6.279
2025-02-28 16:38:49,1200,2377,0,1007.022,68.091,1188.5,43,51105.5,0,0,3.389,5.329
2025-02-28 16:38:51,1200,2084,0,1021.139,121.967,1042,42.758,44553.5,0,0,3.116,17.786
2025-02-28 16:38:53,1200,2176,0,1083.182,431.798,1088,42.446,46181,0,0,3.077,85.425
2025-02-28 16:38:55,1200,2357,0,1149.692,761.781,1178.5,42.279,49826,0,0,4.781,147.146
2025-02-28 16:38:57,1200,2393,0,1012.901,162.603,1196.5,42.002,50255,0,0,6.944,12.667
